execucao,operacao,ordenacao,entrada,estrategia,tempo_ns,seed
78,EXCLUSAO,CRESCENTE,DECRESCENTE,LINEAR,369970700,-1623748599
79,EXCLUSAO,CRESCENTE,DECRESCENTE,LINEAR,373519000,-1623747602
80,EXCLUSAO,CRESCENTE,DECRESCENTE,LINEAR,360887700,-1623746605
81,EXCLUSAO,CRESCENTE,DECRESCENTE,LINEAR,368529700,-1623745608
82,EXCLUSAO,CRESCENTE,DECRESCENTE,LINEAR,366603600,-1623744611
83,EXCLUSAO,CRESCENTE,DECRESCENTE,LINEAR,368370900,-1623743614
84,EXCLUSAO,CRESCENTE,DECRESCENTE,LINEAR,368263600,-1623742617
85,EXCLUSAO,CRESCENTE,DECRESCENTE,LINEAR,365208000,-1623741620
86,EXCLUSAO,CRESCENTE,DECRESCENTE,LINEAR,371805300,-1623740623
87,EXCLUSAO,CRESCENTE,DECRESCENTE,LINEAR,361012100,-1623739626
88,EXCLUSAO,CRESCENTE,DECRESCENTE,LINEAR,356275900,-1623738629
89,EXCLUSAO,CRESCENTE,DECRESCENTE,LINEAR,371419700,-1623737632
90,EXCLUSAO,CRESCENTE,DECRESCENTE,LINEAR,363038200,-1623736635
91,EXCLUSAO,CRESCENTE,DECRESCENTE,LINEAR,371215900,-1623735638
92,EXCLUSAO,CRESCENTE,DECRESCENTE,LINEAR,366056200,-1623734641
93,EXCLUSAO,CRESCENTE,DECRESCENTE,LINEAR,363117100,-1623733644
94,EXCLUSAO,CRESCENTE,DECRESCENTE,LINEAR,366101400,-1623732647
95,EXCLUSAO,CRESCENTE,DECRESCENTE,LINEAR,361176900,-1623731650
96,EXCLUSAO,CRESCENTE,DECRESCENTE,LINEAR,368958800,-1623730653
97,EXCLUSAO,CRESCENTE,DECRESCENTE,LINEAR,386880300,-1623729656
98,EXCLUSAO,CRESCENTE,DECRESCENTE,LINEAR,362468800,-1623728659
99,EXCLUSAO,CRESCENTE,DECRESCENTE,LINEAR,359794300,-1623727662
100,EXCLUSAO,CRESCENTE,DECRESCENTE,LINEAR,372166800,-1623726665
1,EXCLUSAO,CRESCENTE,DECRESCENTE,BINARIA,374456800,308006405
2,EXCLUSAO,CRESCENTE,DECRESCENTE,BINARIA,371780700,308007402
3,EXCLUSAO,CRESCENTE,DECRESCENTE,BINARIA,373460200,308008399
4,EXCLUSAO,CRESCENTE,DECRESCENTE,BINARIA,367659800,308009396
5,EXCLUSAO,CRESCENTE,DECRESCENTE,BINARIA,373445900,308010393
6,EXCLUSAO,CRESCENTE,DECRESCENTE,BINARIA,372285500,308011390
7,EXCLUSAO,CRESCENTE,DECRESCENTE,BINARIA,367897700,308012387
8,EXCLUSAO,CRESCENTE,DECRESCENTE,BINARIA,363946500,308013384
9,EXCLUSAO,CRESCENTE,DECRESCENTE,BINARIA,370437000,308014381
10,EXCLUSAO,CRESCENTE,DECRESCENTE,BINARIA,370215400,308015378
11,EXCLUSAO,CRESCENTE,DECRESCENTE,BINARIA,368308600,308016375
12,EXCLUSAO,CRESCENTE,DECRESCENTE,BINARIA,368600500,308017372
13,EXCLUSAO,CRESCENTE,DECRESCENTE,BINARIA,374015900,308018369
14,EXCLUSAO,CRESCENTE,DECRESCENTE,BINARIA,361374000,308019366
15,EXCLUSAO,CRESCENTE,DECRESCENTE,BINARIA,365043800,308020363
16,EXCLUSAO,CRESCENTE,DECRESCENTE,BINARIA,375094700,308021360
17,EXCLUSAO,CRESCENTE,DECRESCENTE,BINARIA,371631400,308022357
18,EXCLUSAO,CRESCENTE,DECRESCENTE,BINARIA,371894400,308023354
19,EXCLUSAO,CRESCENTE,DECRESCENTE,BINARIA,370063700,308024351
20,EXCLUSAO,CRESCENTE,DECRESCENTE,BINARIA,372438600,308025348
21,EXCLUSAO,CRESCENTE,DECRESCENTE,BINARIA,365850700,308026345
22,EXCLUSAO,CRESCENTE,DECRESCENTE,BINARIA,366966700,308027342
23,EXCLUSAO,CRESCENTE,DECRESCENTE,BINARIA,371935000,308028339
24,EXCLUSAO,CRESCENTE,DECRESCENTE,BINARIA,366924000,308029336
25,EXCLUSAO,CRESCENTE,DECRESCENTE,BINARIA,368038300,308030333
26,EXCLUSAO,CRESCENTE,DECRESCENTE,BINARIA,371107300,308031330
27,EXCLUSAO,CRESCENTE,DECRESCENTE,BINARIA,368055000,308032327
28,EXCLUSAO,CRESCENTE,DECRESCENTE,BINARIA,372843900,308033324
29,EXCLUSAO,CRESCENTE,DECRESCENTE,BINARIA,420289700,308034321
30,EXCLUSAO,CRESCENTE,DECRESCENTE,BINARIA,367404400,308035318
31,EXCLUSAO,CRESCENTE,DECRESCENTE,BINARIA,366238300,308036315
32,EXCLUSAO,CRESCENTE,DECRESCENTE,BINARIA,374592200,308037312
33,EXCLUSAO,CRESCENTE,DECRESCENTE,BINARIA,369108200,308038309
34,EXCLUSAO,CRESCENTE,DECRESCENTE,BINARIA,364115200,308039306
35,EXCLUSAO,CRESCENTE,DECRESCENTE,BINARIA,369557600,308040303
36,EXCLUSAO,CRESCENTE,DECRESCENTE,BINARIA,370200000,308041300
37,EXCLUSAO,CRESCENTE,DECRESCENTE,BINARIA,369566600,308042297
38,EXCLUSAO,CRESCENTE,DECRESCENTE,BINARIA,361055700,308043294
39,EXCLUSAO,CRESCENTE,DECRESCENTE,BINARIA,366422800,308044291
40,EXCLUSAO,CRESCENTE,DECRESCENTE,BINARIA,375551300,308045288
41,EXCLUSAO,CRESCENTE,DECRESCENTE,BINARIA,366239000,308046285
42,EXCLUSAO,CRESCENTE,DECRESCENTE,BINARIA,372243000,308047282
43,EXCLUSAO,CRESCENTE,DECRESCENTE,BINARIA,374401200,308048279
44,EXCLUSAO,CRESCENTE,DECRESCENTE,BINARIA,376077600,308049276
45,EXCLUSAO,CRESCENTE,DECRESCENTE,BINARIA,384169600,308050273
46,EXCLUSAO,CRESCENTE,DECRESCENTE,BINARIA,388661000,308051270
47,EXCLUSAO,CRESCENTE,DECRESCENTE,BINARIA,363737900,308052267
48,EXCLUSAO,CRESCENTE,DECRESCENTE,BINARIA,386550200,308053264
49,EXCLUSAO,CRESCENTE,DECRESCENTE,BINARIA,369048200,308054261
50,EXCLUSAO,CRESCENTE,DECRESCENTE,BINARIA,382203400,308055258
51,EXCLUSAO,CRESCENTE,DECRESCENTE,BINARIA,381016600,308056255
52,EXCLUSAO,CRESCENTE,DECRESCENTE,BINARIA,375841900,308057252
53,EXCLUSAO,CRESCENTE,DECRESCENTE,BINARIA,406256000,308058249
54,EXCLUSAO,CRESCENTE,DECRESCENTE,BINARIA,376164000,308059246
55,EXCLUSAO,CRESCENTE,DECRESCENTE,BINARIA,373610900,308060243
56,EXCLUSAO,CRESCENTE,DECRESCENTE,BINARIA,386525700,308061240
57,EXCLUSAO,CRESCENTE,DECRESCENTE,BINARIA,375972200,308062237
58,EXCLUSAO,CRESCENTE,DECRESCENTE,BINARIA,368492700,308063234
59,EXCLUSAO,CRESCENTE,DECRESCENTE,BINARIA,381604500,308064231
60,EXCLUSAO,CRESCENTE,DECRESCENTE,BINARIA,373967400,308065228
61,EXCLUSAO,CRESCENTE,DECRESCENTE,BINARIA,375435100,308066225
62,EXCLUSAO,CRESCENTE,DECRESCENTE,BINARIA,367855200,308067222
63,EXCLUSAO,CRESCENTE,DECRESCENTE,BINARIA,372902600,308068219
64,EXCLUSAO,CRESCENTE,DECRESCENTE,BINARIA,374077700,308069216
65,EXCLUSAO,CRESCENTE,DECRESCENTE,BINARIA,365014100,308070213
66,EXCLUSAO,CRESCENTE,DECRESCENTE,BINARIA,370732800,308071210
67,EXCLUSAO,CRESCENTE,DECRESCENTE,BINARIA,376537100,308072207
68,EXCLUSAO,CRESCENTE,DECRESCENTE,BINARIA,366857900,308073204
69,EXCLUSAO,CRESCENTE,DECRESCENTE,BINARIA,376273400,308074201
70,EXCLUSAO,CRESCENTE,DECRESCENTE,BINARIA,373565100,308075198
71,EXCLUSAO,CRESCENTE,DECRESCENTE,BINARIA,366780700,308076195
72,EXCLUSAO,CRESCENTE,DECRESCENTE,BINARIA,375747000,308077192
73,EXCLUSAO,CRESCENTE,DECRESCENTE,BINARIA,370985400,308078189
74,EXCLUSAO,CRESCENTE,DECRESCENTE,BINARIA,366930100,308079186
75,EXCLUSAO,CRESCENTE,DECRESCENTE,BINARIA,373784100,308080183
76,EXCLUSAO,CRESCENTE,DECRESCENTE,BINARIA,368355600,308081180
77,EXCLUSAO,CRESCENTE,DECRESCENTE,BINARIA,374455300,308082177
78,EXCLUSAO,CRESCENTE,DECRESCENTE,BINARIA,367419600,308083174
79,EXCLUSAO,CRESCENTE,DECRESCENTE,BINARIA,365667700,308084171
80,EXCLUSAO,CRESCENTE,DECRESCENTE,BINARIA,372976600,308085168
81,EXCLUSAO,CRESCENTE,DECRESCENTE,BINARIA,367359200,308086165
82,EXCLUSAO,CRESCENTE,DECRESCENTE,BINARIA,364179900,308087162
83,EXCLUSAO,CRESCENTE,DECRESCENTE,BINARIA,373318600,308088159
84,EXCLUSAO,CRESCENTE,DECRESCENTE,BINARIA,364928700,308089156
85,EXCLUSAO,CRESCENTE,DECRESCENTE,BINARIA,363501300,308090153
86,EXCLUSAO,CRESCENTE,DECRESCENTE,BINARIA,378018600,308091150
87,EXCLUSAO,CRESCENTE,DECRESCENTE,BINARIA,371927300,308092147
88,EXCLUSAO,CRESCENTE,DECRESCENTE,BINARIA,371269500,308093144
89,EXCLUSAO,CRESCENTE,DECRESCENTE,BINARIA,359943800,308094141
90,EXCLUSAO,CRESCENTE,DECRESCENTE,BINARIA,368440000,308095138
91,EXCLUSAO,CRESCENTE,DECRESCENTE,BINARIA,377684900,308096135
92,EXCLUSAO,CRESCENTE,DECRESCENTE,BINARIA,363105800,308097132
93,EXCLUSAO,CRESCENTE,DECRESCENTE,BINARIA,368486800,308098129
94,EXCLUSAO,CRESCENTE,DECRESCENTE,BINARIA,373595300,308099126
95,EXCLUSAO,CRESCENTE,DECRESCENTE,BINARIA,365960200,308100123
96,EXCLUSAO,CRESCENTE,DECRESCENTE,BINARIA,369152300,308101120
97,EXCLUSAO,CRESCENTE,DECRESCENTE,BINARIA,369178900,308102117
98,EXCLUSAO,CRESCENTE,DECRESCENTE,BINARIA,368713500,308103114
99,EXCLUSAO,CRESCENTE,DECRESCENTE,BINARIA,376455100,308104111
100,EXCLUSAO,CRESCENTE,DECRESCENTE,BINARIA,366785600,308105108
1,EXCLUSAO,CRESCENTE,ALEATORIA,LINEAR,903668100,-2045368559
2,EXCLUSAO,CRESCENTE,ALEATORIA,LINEAR,902889200,-2045367562
3,EXCLUSAO,CRESCENTE,ALEATORIA,LINEAR,897539600,-2045366565
4,EXCLUSAO,CRESCENTE,ALEATORIA,LINEAR,893169200,-2045365568
5,EXCLUSAO,CRESCENTE,ALEATORIA,LINEAR,888204300,-2045364571
6,EXCLUSAO,CRESCENTE,ALEATORIA,LINEAR,900089900,-2045363574
7,EXCLUSAO,CRESCENTE,ALEATORIA,LINEAR,894074600,-2045362577
8,EXCLUSAO,CRESCENTE,ALEATORIA,LINEAR,888907300,-2045361580
9,EXCLUSAO,CRESCENTE,ALEATORIA,LINEAR,890357300,-2045360583
10,EXCLUSAO,CRESCENTE,ALEATORIA,LINEAR,923949300,-2045359586
11,EXCLUSAO,CRESCENTE,ALEATORIA,LINEAR,898934200,-2045358589
12,EXCLUSAO,CRESCENTE,ALEATORIA,LINEAR,882675400,-2045357592
13,EXCLUSAO,CRESCENTE,ALEATORIA,LINEAR,892397300,-2045356595
14,EXCLUSAO,CRESCENTE,ALEATORIA,LINEAR,910609300,-2045355598
15,EXCLUSAO,CRESCENTE,ALEATORIA,LINEAR,906111200,-2045354601
16,EXCLUSAO,CRESCENTE,ALEATORIA,LINEAR,891411400,-2045353604
17,EXCLUSAO,CRESCENTE,ALEATORIA,LINEAR,900722700,-2045352607
18,EXCLUSAO,CRESCENTE,ALEATORIA,LINEAR,927574000,-2045351610
19,EXCLUSAO,CRESCENTE,ALEATORIA,LINEAR,1156999300,-2045350613
20,EXCLUSAO,CRESCENTE,ALEATORIA,LINEAR,902124500,-2045349616
21,EXCLUSAO,CRESCENTE,ALEATORIA,LINEAR,907731500,-2045348619
22,EXCLUSAO,CRESCENTE,ALEATORIA,LINEAR,899952500,-2045347622
23,EXCLUSAO,CRESCENTE,ALEATORIA,LINEAR,889655600,-2045346625
24,EXCLUSAO,CRESCENTE,ALEATORIA,LINEAR,892573800,-2045345628
25,EXCLUSAO,CRESCENTE,ALEATORIA,LINEAR,893239500,-2045344631
26,EXCLUSAO,CRESCENTE,ALEATORIA,LINEAR,905664500,-2045343634
27,EXCLUSAO,CRESCENTE,ALEATORIA,LINEAR,932974200,-2045342637
28,EXCLUSAO,CRESCENTE,ALEATORIA,LINEAR,892824600,-2045341640
29,EXCLUSAO,CRESCENTE,ALEATORIA,LINEAR,885199900,-2045340643
30,EXCLUSAO,CRESCENTE,ALEATORIA,LINEAR,886428900,-2045339646
31,EXCLUSAO,CRESCENTE,ALEATORIA,LINEAR,903534900,-2045338649
32,EXCLUSAO,CRESCENTE,ALEATORIA,LINEAR,891181800,-2045337652
33,EXCLUSAO,CRESCENTE,ALEATORIA,LINEAR,896181500,-2045336655
34,EXCLUSAO,CRESCENTE,ALEATORIA,LINEAR,890682400,-2045335658
35,EXCLUSAO,CRESCENTE,ALEATORIA,LINEAR,894229300,-2045334661
36,EXCLUSAO,CRESCENTE,ALEATORIA,LINEAR,890024600,-2045333664
37,EXCLUSAO,CRESCENTE,ALEATORIA,LINEAR,890687100,-2045332667
38,EXCLUSAO,CRESCENTE,ALEATORIA,LINEAR,894896000,-2045331670
39,EXCLUSAO,CRESCENTE,ALEATORIA,LINEAR,892550400,-2045330673
40,EXCLUSAO,CRESCENTE,ALEATORIA,LINEAR,894601400,-2045329676
41,EXCLUSAO,CRESCENTE,ALEATORIA,LINEAR,891956500,-2045328679
42,EXCLUSAO,CRESCENTE,ALEATORIA,LINEAR,897747200,-2045327682
43,EXCLUSAO,CRESCENTE,ALEATORIA,LINEAR,900010500,-2045326685
44,EXCLUSAO,CRESCENTE,ALEATORIA,LINEAR,897224200,-2045325688
45,EXCLUSAO,CRESCENTE,ALEATORIA,LINEAR,900661400,-2045324691
46,EXCLUSAO,CRESCENTE,ALEATORIA,LINEAR,888451100,-2045323694
47,EXCLUSAO,CRESCENTE,ALEATORIA,LINEAR,910259000,-2045322697
48,EXCLUSAO,CRESCENTE,ALEATORIA,LINEAR,898461400,-2045321700
49,EXCLUSAO,CRESCENTE,ALEATORIA,LINEAR,884413400,-2045320703
50,EXCLUSAO,CRESCENTE,ALEATORIA,LINEAR,912315600,-2045319706
51,EXCLUSAO,CRESCENTE,ALEATORIA,LINEAR,917250300,-2045318709
52,EXCLUSAO,CRESCENTE,ALEATORIA,LINEAR,911314900,-2045317712
53,EXCLUSAO,CRESCENTE,ALEATORIA,LINEAR,890766900,-2045316715
54,EXCLUSAO,CRESCENTE,ALEATORIA,LINEAR,932882100,-2045315718
55,EXCLUSAO,CRESCENTE,ALEATORIA,LINEAR,921243300,-2045314721
56,EXCLUSAO,CRESCENTE,ALEATORIA,LINEAR,891303100,-2045313724
57,EXCLUSAO,CRESCENTE,ALEATORIA,LINEAR,896188100,-2045312727
58,EXCLUSAO,CRESCENTE,ALEATORIA,LINEAR,887142000,-2045311730
59,EXCLUSAO,CRESCENTE,ALEATORIA,LINEAR,896837000,-2045310733
60,EXCLUSAO,CRESCENTE,ALEATORIA,LINEAR,889839100,-2045309736
61,EXCLUSAO,CRESCENTE,ALEATORIA,LINEAR,892524100,-2045308739
62,EXCLUSAO,CRESCENTE,ALEATORIA,LINEAR,890233000,-2045307742
63,EXCLUSAO,CRESCENTE,ALEATORIA,LINEAR,883697700,-2045306745
64,EXCLUSAO,CRESCENTE,ALEATORIA,LINEAR,883314200,-2045305748
65,EXCLUSAO,CRESCENTE,ALEATORIA,LINEAR,895808500,-2045304751
66,EXCLUSAO,CRESCENTE,ALEATORIA,LINEAR,892375400,-2045303754
67,EXCLUSAO,CRESCENTE,ALEATORIA,LINEAR,910408800,-2045302757
68,EXCLUSAO,CRESCENTE,ALEATORIA,LINEAR,890741400,-2045301760
69,EXCLUSAO,CRESCENTE,ALEATORIA,LINEAR,886122800,-2045300763
70,EXCLUSAO,CRESCENTE,ALEATORIA,LINEAR,910947400,-2045299766
71,EXCLUSAO,CRESCENTE,ALEATORIA,LINEAR,904054600,-2045298769
72,EXCLUSAO,CRESCENTE,ALEATORIA,LINEAR,919972700,-2045297772
73,EXCLUSAO,CRESCENTE,ALEATORIA,LINEAR,892659500,-2045296775
74,EXCLUSAO,CRESCENTE,ALEATORIA,LINEAR,889957600,-2045295778
75,EXCLUSAO,CRESCENTE,ALEATORIA,LINEAR,895979100,-2045294781
76,EXCLUSAO,CRESCENTE,ALEATORIA,LINEAR,886053700,-2045293784
77,EXCLUSAO,CRESCENTE,ALEATORIA,LINEAR,899263800,-2045292787
78,EXCLUSAO,CRESCENTE,ALEATORIA,LINEAR,902522300,-2045291790
79,EXCLUSAO,CRESCENTE,ALEATORIA,LINEAR,888105600,-2045290793
80,EXCLUSAO,CRESCENTE,ALEATORIA,LINEAR,891090200,-2045289796
81,EXCLUSAO,CRESCENTE,ALEATORIA,LINEAR,908787500,-2045288799
82,EXCLUSAO,CRESCENTE,ALEATORIA,LINEAR,882250300,-2045287802
83,EXCLUSAO,CRESCENTE,ALEATORIA,LINEAR,881235400,-2045286805
84,EXCLUSAO,CRESCENTE,ALEATORIA,LINEAR,910620300,-2045285808
85,EXCLUSAO,CRESCENTE,ALEATORIA,LINEAR,899901700,-2045284811
86,EXCLUSAO,CRESCENTE,ALEATORIA,LINEAR,893667000,-2045283814
87,EXCLUSAO,CRESCENTE,ALEATORIA,LINEAR,892743100,-2045282817
88,EXCLUSAO,CRESCENTE,ALEATORIA,LINEAR,890087300,-2045281820
89,EXCLUSAO,CRESCENTE,ALEATORIA,LINEAR,899225800,-2045280823
90,EXCLUSAO,CRESCENTE,ALEATORIA,LINEAR,897501700,-2045279826
91,EXCLUSAO,CRESCENTE,ALEATORIA,LINEAR,891216500,-2045278829
92,EXCLUSAO,CRESCENTE,ALEATORIA,LINEAR,886397500,-2045277832
93,EXCLUSAO,CRESCENTE,ALEATORIA,LINEAR,890724100,-2045276835
94,EXCLUSAO,CRESCENTE,ALEATORIA,LINEAR,972966100,-2045275838
95,EXCLUSAO,CRESCENTE,ALEATORIA,LINEAR,941155300,-2045274841
96,EXCLUSAO,CRESCENTE,ALEATORIA,LINEAR,941412500,-2045273844
97,EXCLUSAO,CRESCENTE,ALEATORIA,LINEAR,924521400,-2045272847
98,EXCLUSAO,CRESCENTE,ALEATORIA,LINEAR,934645700,-2045271850
99,EXCLUSAO,CRESCENTE,ALEATORIA,LINEAR,989072800,-2045270853
100,EXCLUSAO,CRESCENTE,ALEATORIA,LINEAR,950800700,-2045269856
1,EXCLUSAO,CRESCENTE,ALEATORIA,BINARIA,367236500,125069372
2,EXCLUSAO,CRESCENTE,ALEATORIA,BINARIA,370361800,125070369
3,EXCLUSAO,CRESCENTE,ALEATORIA,BINARIA,372213800,125071366
4,EXCLUSAO,CRESCENTE,ALEATORIA,BINARIA,364396400,125072363
5,EXCLUSAO,CRESCENTE,ALEATORIA,BINARIA,367380400,125073360
6,EXCLUSAO,CRESCENTE,ALEATORIA,BINARIA,362836500,125074357
7,EXCLUSAO,CRESCENTE,ALEATORIA,BINARIA,355465100,125075354
8,EXCLUSAO,CRESCENTE,ALEATORIA,BINARIA,354628900,125076351
9,EXCLUSAO,CRESCENTE,ALEATORIA,BINARIA,354114500,125077348
10,EXCLUSAO,CRESCENTE,ALEATORIA,BINARIA,350712600,125078345
11,EXCLUSAO,CRESCENTE,ALEATORIA,BINARIA,354997200,125079342
12,EXCLUSAO,CRESCENTE,ALEATORIA,BINARIA,349094200,125080339
13,EXCLUSAO,CRESCENTE,ALEATORIA,BINARIA,350241700,125081336
14,EXCLUSAO,CRESCENTE,ALEATORIA,BINARIA,352039700,125082333
15,EXCLUSAO,CRESCENTE,ALEATORIA,BINARIA,346480300,125083330
16,EXCLUSAO,CRESCENTE,ALEATORIA,BINARIA,347903900,125084327
17,EXCLUSAO,CRESCENTE,ALEATORIA,BINARIA,354710500,125085324
18,EXCLUSAO,CRESCENTE,ALEATORIA,BINARIA,346079700,125086321
19,EXCLUSAO,CRESCENTE,ALEATORIA,BINARIA,343165300,125087318
20,EXCLUSAO,CRESCENTE,ALEATORIA,BINARIA,358310400,125088315
21,EXCLUSAO,CRESCENTE,ALEATORIA,BINARIA,342807200,125089312
22,EXCLUSAO,CRESCENTE,ALEATORIA,BINARIA,351749900,125090309
23,EXCLUSAO,CRESCENTE,ALEATORIA,BINARIA,357943200,125091306
24,EXCLUSAO,CRESCENTE,ALEATORIA,BINARIA,358595600,125092303
25,EXCLUSAO,CRESCENTE,ALEATORIA,BINARIA,348840100,125093300
26,EXCLUSAO,CRESCENTE,ALEATORIA,BINARIA,358135500,125094297
27,EXCLUSAO,CRESCENTE,ALEATORIA,BINARIA,347667200,125095294
28,EXCLUSAO,CRESCENTE,ALEATORIA,BINARIA,354553700,125096291
29,EXCLUSAO,CRESCENTE,ALEATORIA,BINARIA,353885600,125097288
30,EXCLUSAO,CRESCENTE,ALEATORIA,BINARIA,345375600,125098285
31,EXCLUSAO,CRESCENTE,ALEATORIA,BINARIA,351013900,125099282
32,EXCLUSAO,CRESCENTE,ALEATORIA,BINARIA,351205900,125100279
33,EXCLUSAO,CRESCENTE,ALEATORIA,BINARIA,347355300,125101276
34,EXCLUSAO,CRESCENTE,ALEATORIA,BINARIA,387314400,125102273
35,EXCLUSAO,CRESCENTE,ALEATORIA,BINARIA,356408100,125103270
36,EXCLUSAO,CRESCENTE,ALEATORIA,BINARIA,348655800,125104267
37,EXCLUSAO,CRESCENTE,ALEATORIA,BINARIA,356200000,125105264
38,EXCLUSAO,CRESCENTE,ALEATORIA,BINARIA,351664300,125106261
39,EXCLUSAO,CRESCENTE,ALEATORIA,BINARIA,344791100,125107258
40,EXCLUSAO,CRESCENTE,ALEATORIA,BINARIA,354742000,125108255
41,EXCLUSAO,CRESCENTE,ALEATORIA,BINARIA,352872500,125109252
42,EXCLUSAO,CRESCENTE,ALEATORIA,BINARIA,349009900,125110249
43,EXCLUSAO,CRESCENTE,ALEATORIA,BINARIA,356410900,125111246
44,EXCLUSAO,CRESCENTE,ALEATORIA,BINARIA,350442500,125112243
45,EXCLUSAO,CRESCENTE,ALEATORIA,BINARIA,353857900,125113240
46,EXCLUSAO,CRESCENTE,ALEATORIA,BINARIA,352975400,125114237
47,EXCLUSAO,CRESCENTE,ALEATORIA,BINARIA,346742400,125115234
48,EXCLUSAO,CRESCENTE,ALEATORIA,BINARIA,346950900,125116231
49,EXCLUSAO,CRESCENTE,ALEATORIA,BINARIA,351332400,125117228
50,EXCLUSAO,CRESCENTE,ALEATORIA,BINARIA,345652000,125118225
51,EXCLUSAO,CRESCENTE,ALEATORIA,BINARIA,358400500,125119222
52,EXCLUSAO,CRESCENTE,ALEATORIA,BINARIA,347378600,125120219
53,EXCLUSAO,CRESCENTE,ALEATORIA,BINARIA,344069500,125121216
54,EXCLUSAO,CRESCENTE,ALEATORIA,BINARIA,354299900,125122213
55,EXCLUSAO,CRESCENTE,ALEATORIA,BINARIA,349234700,125123210
56,EXCLUSAO,CRESCENTE,ALEATORIA,BINARIA,353742800,125124207
57,EXCLUSAO,CRESCENTE,ALEATORIA,BINARIA,358254400,125125204
58,EXCLUSAO,CRESCENTE,ALEATORIA,BINARIA,361227200,125126201
59,EXCLUSAO,CRESCENTE,ALEATORIA,BINARIA,367030400,125127198
60,EXCLUSAO,CRESCENTE,ALEATORIA,BINARIA,360073800,125128195
61,EXCLUSAO,CRESCENTE,ALEATORIA,BINARIA,350680000,125129192
62,EXCLUSAO,CRESCENTE,ALEATORIA,BINARIA,368223800,125130189
63,EXCLUSAO,CRESCENTE,ALEATORIA,BINARIA,351637400,125131186
64,EXCLUSAO,CRESCENTE,ALEATORIA,BINARIA,354023800,125132183
65,EXCLUSAO,CRESCENTE,ALEATORIA,BINARIA,359204200,125133180
66,EXCLUSAO,CRESCENTE,ALEATORIA,BINARIA,375408900,125134177
67,EXCLUSAO,CRESCENTE,ALEATORIA,BINARIA,355841000,125135174
68,EXCLUSAO,CRESCENTE,ALEATORIA,BINARIA,363131300,125136171
69,EXCLUSAO,CRESCENTE,ALEATORIA,BINARIA,350127700,125137168
70,EXCLUSAO,CRESCENTE,ALEATORIA,BINARIA,358331600,125138165
71,EXCLUSAO,CRESCENTE,ALEATORIA,BINARIA,355809800,125139162
72,EXCLUSAO,CRESCENTE,ALEATORIA,BINARIA,365917400,125140159
73,EXCLUSAO,CRESCENTE,ALEATORIA,BINARIA,353052200,125141156
74,EXCLUSAO,CRESCENTE,ALEATORIA,BINARIA,352526400,125142153
75,EXCLUSAO,CRESCENTE,ALEATORIA,BINARIA,350076800,125143150
76,EXCLUSAO,CRESCENTE,ALEATORIA,BINARIA,361199200,125144147
77,EXCLUSAO,CRESCENTE,ALEATORIA,BINARIA,359553000,125145144
78,EXCLUSAO,CRESCENTE,ALEATORIA,BINARIA,349576900,125146141
79,EXCLUSAO,CRESCENTE,ALEATORIA,BINARIA,358979600,125147138
80,EXCLUSAO,CRESCENTE,ALEATORIA,BINARIA,349518500,125148135
81,EXCLUSAO,CRESCENTE,ALEATORIA,BINARIA,344432600,125149132
82,EXCLUSAO,CRESCENTE,ALEATORIA,BINARIA,361408900,125150129
83,EXCLUSAO,CRESCENTE,ALEATORIA,BINARIA,346765800,125151126
84,EXCLUSAO,CRESCENTE,ALEATORIA,BINARIA,347406300,125152123
85,EXCLUSAO,CRESCENTE,ALEATORIA,BINARIA,356081600,125153120
86,EXCLUSAO,CRESCENTE,ALEATORIA,BINARIA,350627700,125154117
87,EXCLUSAO,CRESCENTE,ALEATORIA,BINARIA,341768800,125155114
88,EXCLUSAO,CRESCENTE,ALEATORIA,BINARIA,354550000,125156111
89,EXCLUSAO,CRESCENTE,ALEATORIA,BINARIA,345467500,125157108
90,EXCLUSAO,CRESCENTE,ALEATORIA,BINARIA,345903400,125158105
91,EXCLUSAO,CRESCENTE,ALEATORIA,BINARIA,351999900,125159102
92,EXCLUSAO,CRESCENTE,ALEATORIA,BINARIA,345266800,125160099
93,EXCLUSAO,CRESCENTE,ALEATORIA,BINARIA,347805700,125161096
94,EXCLUSAO,CRESCENTE,ALEATORIA,BINARIA,351191000,125162093
95,EXCLUSAO,CRESCENTE,ALEATORIA,BINARIA,349172300,125163090
96,EXCLUSAO,CRESCENTE,ALEATORIA,BINARIA,355336400,125164087
97,EXCLUSAO,CRESCENTE,ALEATORIA,BINARIA,348933300,125165084
98,EXCLUSAO,CRESCENTE,ALEATORIA,BINARIA,345599200,125166081
99,EXCLUSAO,CRESCENTE,ALEATORIA,BINARIA,351214300,125167078
100,EXCLUSAO,CRESCENTE,ALEATORIA,BINARIA,347300400,125168075
1,EXCLUSAO,DECRESCENTE,CRESCENTE,LINEAR,378174200,-826697846
2,EXCLUSAO,DECRESCENTE,CRESCENTE,LINEAR,374096800,-826696849
3,EXCLUSAO,DECRESCENTE,CRESCENTE,LINEAR,366941500,-826695852
4,EXCLUSAO,DECRESCENTE,CRESCENTE,LINEAR,369748400,-826694855
5,EXCLUSAO,DECRESCENTE,CRESCENTE,LINEAR,372900900,-826693858
6,EXCLUSAO,DECRESCENTE,CRESCENTE,LINEAR,365203300,-826692861
7,EXCLUSAO,DECRESCENTE,CRESCENTE,LINEAR,372947200,-826691864
8,EXCLUSAO,DECRESCENTE,CRESCENTE,LINEAR,370935500,-826690867
