execucao,operacao,ordenacao,entrada,estrategia,tempo_ns,seed
30,EXCLUSAO,DECRESCENTE,DECRESCENTE,BINARIA,354324600,1863805013
31,EXCLUSAO,DECRESCENTE,DECRESCENTE,BINARIA,340529800,1863806010
32,EXCLUSAO,DECRESCENTE,DECRESCENTE,BINARIA,358457700,1863807007
33,EXCLUSAO,DECRESCENTE,DECRESCENTE,BINARIA,353946300,1863808004
34,EXCLUSAO,DECRESCENTE,DECRESCENTE,BINARIA,359011300,1863809001
35,EXCLUSAO,DECRESCENTE,DECRESCENTE,BINARIA,340925700,1863809998
36,EXCLUSAO,DECRESCENTE,DECRESCENTE,BINARIA,363171900,1863810995
37,EXCLUSAO,DECRESCENTE,DECRESCENTE,BINARIA,343928300,1863811992
38,EXCLUSAO,DECRESCENTE,DECRESCENTE,BINARIA,338092500,1863812989
39,EXCLUSAO,DECRESCENTE,DECRESCENTE,BINARIA,340726700,1863813986
40,EXCLUSAO,DECRESCENTE,DECRESCENTE,BINARIA,341215400,1863814983
41,EXCLUSAO,DECRESCENTE,DECRESCENTE,BINARIA,347172500,1863815980
42,EXCLUSAO,DECRESCENTE,DECRESCENTE,BINARIA,357510900,1863816977
43,EXCLUSAO,DECRESCENTE,DECRESCENTE,BINARIA,334438500,1863817974
44,EXCLUSAO,DECRESCENTE,DECRESCENTE,BINARIA,344465300,1863818971
45,EXCLUSAO,DECRESCENTE,DECRESCENTE,BINARIA,346401600,1863819968
46,EXCLUSAO,DECRESCENTE,DECRESCENTE,BINARIA,354295800,1863820965
47,EXCLUSAO,DECRESCENTE,DECRESCENTE,BINARIA,356831500,1863821962
48,EXCLUSAO,DECRESCENTE,DECRESCENTE,BINARIA,345118600,1863822959
49,EXCLUSAO,DECRESCENTE,DECRESCENTE,BINARIA,342158800,1863823956
50,EXCLUSAO,DECRESCENTE,DECRESCENTE,BINARIA,357808800,1863824953
51,EXCLUSAO,DECRESCENTE,DECRESCENTE,BINARIA,347453300,1863825950
52,EXCLUSAO,DECRESCENTE,DECRESCENTE,BINARIA,337871000,1863826947
53,EXCLUSAO,DECRESCENTE,DECRESCENTE,BINARIA,350611300,1863827944
54,EXCLUSAO,DECRESCENTE,DECRESCENTE,BINARIA,340070100,1863828941
55,EXCLUSAO,DECRESCENTE,DECRESCENTE,BINARIA,341290100,1863829938
56,EXCLUSAO,DECRESCENTE,DECRESCENTE,BINARIA,347308900,1863830935
57,EXCLUSAO,DECRESCENTE,DECRESCENTE,BINARIA,342091500,1863831932
58,EXCLUSAO,DECRESCENTE,DECRESCENTE,BINARIA,334127400,1863832929
59,EXCLUSAO,DECRESCENTE,DECRESCENTE,BINARIA,347493700,1863833926
60,EXCLUSAO,DECRESCENTE,DECRESCENTE,BINARIA,345262700,1863834923
61,EXCLUSAO,DECRESCENTE,DECRESCENTE,BINARIA,340156800,1863835920
62,EXCLUSAO,DECRESCENTE,DECRESCENTE,BINARIA,341666200,1863836917
63,EXCLUSAO,DECRESCENTE,DECRESCENTE,BINARIA,342147100,1863837914
64,EXCLUSAO,DECRESCENTE,DECRESCENTE,BINARIA,340128500,1863838911
65,EXCLUSAO,DECRESCENTE,DECRESCENTE,BINARIA,354893500,1863839908
66,EXCLUSAO,DECRESCENTE,DECRESCENTE,BINARIA,344834600,1863840905
67,EXCLUSAO,DECRESCENTE,DECRESCENTE,BINARIA,344148900,1863841902
68,EXCLUSAO,DECRESCENTE,DECRESCENTE,BINARIA,349806800,1863842899
69,EXCLUSAO,DECRESCENTE,DECRESCENTE,BINARIA,337304300,1863843896
70,EXCLUSAO,DECRESCENTE,DECRESCENTE,BINARIA,355092000,1863844893
71,EXCLUSAO,DECRESCENTE,DECRESCENTE,BINARIA,338925700,1863845890
72,EXCLUSAO,DECRESCENTE,DECRESCENTE,BINARIA,347578600,1863846887
73,EXCLUSAO,DECRESCENTE,DECRESCENTE,BINARIA,346027900,1863847884
74,EXCLUSAO,DECRESCENTE,DECRESCENTE,BINARIA,342481400,1863848881
75,EXCLUSAO,DECRESCENTE,DECRESCENTE,BINARIA,357463800,1863849878
76,EXCLUSAO,DECRESCENTE,DECRESCENTE,BINARIA,340595000,1863850875
77,EXCLUSAO,DECRESCENTE,DECRESCENTE,BINARIA,362366300,1863851872
78,EXCLUSAO,DECRESCENTE,DECRESCENTE,BINARIA,351434900,1863852869
79,EXCLUSAO,DECRESCENTE,DECRESCENTE,BINARIA,346921900,1863853866
80,EXCLUSAO,DECRESCENTE,DECRESCENTE,BINARIA,347604000,1863854863
81,EXCLUSAO,DECRESCENTE,DECRESCENTE,BINARIA,342803900,1863855860
82,EXCLUSAO,DECRESCENTE,DECRESCENTE,BINARIA,367471600,1863856857
83,EXCLUSAO,DECRESCENTE,DECRESCENTE,BINARIA,354673700,1863857854
84,EXCLUSAO,DECRESCENTE,DECRESCENTE,BINARIA,336579600,1863858851
85,EXCLUSAO,DECRESCENTE,DECRESCENTE,BINARIA,347633100,1863859848
86,EXCLUSAO,DECRESCENTE,DECRESCENTE,BINARIA,335831800,1863860845
87,EXCLUSAO,DECRESCENTE,DECRESCENTE,BINARIA,343755800,1863861842
88,EXCLUSAO,DECRESCENTE,DECRESCENTE,BINARIA,335725500,1863862839
89,EXCLUSAO,DECRESCENTE,DECRESCENTE,BINARIA,338690800,1863863836
90,EXCLUSAO,DECRESCENTE,DECRESCENTE,BINARIA,339125400,1863864833
91,EXCLUSAO,DECRESCENTE,DECRESCENTE,BINARIA,349257300,1863865830
92,EXCLUSAO,DECRESCENTE,DECRESCENTE,BINARIA,334993700,1863866827
93,EXCLUSAO,DECRESCENTE,DECRESCENTE,BINARIA,341608700,1863867824
94,EXCLUSAO,DECRESCENTE,DECRESCENTE,BINARIA,354600800,1863868821
95,EXCLUSAO,DECRESCENTE,DECRESCENTE,BINARIA,338332300,1863869818
96,EXCLUSAO,DECRESCENTE,DECRESCENTE,BINARIA,345354100,1863870815
97,EXCLUSAO,DECRESCENTE,DECRESCENTE,BINARIA,342622600,1863871812
98,EXCLUSAO,DECRESCENTE,DECRESCENTE,BINARIA,342879800,1863872809
99,EXCLUSAO,DECRESCENTE,DECRESCENTE,BINARIA,343284600,1863873806
100,EXCLUSAO,DECRESCENTE,DECRESCENTE,BINARIA,348379300,1863874803
1,EXCLUSAO,DECRESCENTE,ALEATORIA,LINEAR,7979891700,-1453354478
2,EXCLUSAO,DECRESCENTE,ALEATORIA,LINEAR,7967836600,-1453353481
3,EXCLUSAO,DECRESCENTE,ALEATORIA,LINEAR,8047146300,-1453352484
4,EXCLUSAO,DECRESCENTE,ALEATORIA,LINEAR,8027503500,-1453351487
5,EXCLUSAO,DECRESCENTE,ALEATORIA,LINEAR,7966896300,-1453350490
6,EXCLUSAO,DECRESCENTE,ALEATORIA,LINEAR,8031200300,-1453349493
7,EXCLUSAO,DECRESCENTE,ALEATORIA,LINEAR,7908631400,-1453348496
8,EXCLUSAO,DECRESCENTE,ALEATORIA,LINEAR,8002504900,-1453347499
9,EXCLUSAO,DECRESCENTE,ALEATORIA,LINEAR,8016215400,-1453346502
10,EXCLUSAO,DECRESCENTE,ALEATORIA,LINEAR,7974214700,-1453345505
11,EXCLUSAO,DECRESCENTE,ALEATORIA,LINEAR,7975080600,-1453344508
12,EXCLUSAO,DECRESCENTE,ALEATORIA,LINEAR,8008083800,-1453343511
13,EXCLUSAO,DECRESCENTE,ALEATORIA,LINEAR,8010936800,-1453342514
14,EXCLUSAO,DECRESCENTE,ALEATORIA,LINEAR,8046154900,-1453341517
15,EXCLUSAO,DECRESCENTE,ALEATORIA,LINEAR,8015001500,-1453340520
16,EXCLUSAO,DECRESCENTE,ALEATORIA,LINEAR,8091124700,-1453339523
17,EXCLUSAO,DECRESCENTE,ALEATORIA,LINEAR,8120393700,-1453338526
18,EXCLUSAO,DECRESCENTE,ALEATORIA,LINEAR,8006446300,-1453337529
19,EXCLUSAO,DECRESCENTE,ALEATORIA,LINEAR,8162709000,-1453336532
20,EXCLUSAO,DECRESCENTE,ALEATORIA,LINEAR,8134664700,-1453335535
21,EXCLUSAO,DECRESCENTE,ALEATORIA,LINEAR,7931535200,-1453334538
22,EXCLUSAO,DECRESCENTE,ALEATORIA,LINEAR,7975451300,-1453333541
23,EXCLUSAO,DECRESCENTE,ALEATORIA,LINEAR,7975008200,-1453332544
24,EXCLUSAO,DECRESCENTE,ALEATORIA,LINEAR,8147443800,-1453331547
25,EXCLUSAO,DECRESCENTE,ALEATORIA,LINEAR,8520881900,-1453330550
26,EXCLUSAO,DECRESCENTE,ALEATORIA,LINEAR,8117819100,-1453329553
27,EXCLUSAO,DECRESCENTE,ALEATORIA,LINEAR,8284150900,-1453328556
28,EXCLUSAO,DECRESCENTE,ALEATORIA,LINEAR,8171178300,-1453327559
29,EXCLUSAO,DECRESCENTE,ALEATORIA,LINEAR,8084242100,-1453326562
30,EXCLUSAO,DECRESCENTE,ALEATORIA,LINEAR,8090872100,-1453325565
31,EXCLUSAO,DECRESCENTE,ALEATORIA,LINEAR,8031803000,-1453324568
32,EXCLUSAO,DECRESCENTE,ALEATORIA,LINEAR,8005205200,-1453323571
33,EXCLUSAO,DECRESCENTE,ALEATORIA,LINEAR,7989008000,-1453322574
34,EXCLUSAO,DECRESCENTE,ALEATORIA,LINEAR,8031671100,-1453321577
35,EXCLUSAO,DECRESCENTE,ALEATORIA,LINEAR,7985345800,-1453320580
36,EXCLUSAO,DECRESCENTE,ALEATORIA,LINEAR,8007994400,-1453319583
37,EXCLUSAO,DECRESCENTE,ALEATORIA,LINEAR,8003571500,-1453318586
38,EXCLUSAO,DECRESCENTE,ALEATORIA,LINEAR,8044396200,-1453317589
39,EXCLUSAO,DECRESCENTE,ALEATORIA,LINEAR,8004383900,-1453316592
40,EXCLUSAO,DECRESCENTE,ALEATORIA,LINEAR,8001367700,-1453315595
41,EXCLUSAO,DECRESCENTE,ALEATORIA,LINEAR,7964551500,-1453314598
42,EXCLUSAO,DECRESCENTE,ALEATORIA,LINEAR,7978673000,-1453313601
43,EXCLUSAO,DECRESCENTE,ALEATORIA,LINEAR,8020932400,-1453312604
44,EXCLUSAO,DECRESCENTE,ALEATORIA,LINEAR,7975381300,-1453311607
45,EXCLUSAO,DECRESCENTE,ALEATORIA,LINEAR,7980815100,-1453310610
46,EXCLUSAO,DECRESCENTE,ALEATORIA,LINEAR,8006503000,-1453309613
47,EXCLUSAO,DECRESCENTE,ALEATORIA,LINEAR,8230605200,-1453308616
48,EXCLUSAO,DECRESCENTE,ALEATORIA,LINEAR,7992970800,-1453307619
49,EXCLUSAO,DECRESCENTE,ALEATORIA,LINEAR,7969382800,-1453306622
50,EXCLUSAO,DECRESCENTE,ALEATORIA,LINEAR,7959468000,-1453305625
51,EXCLUSAO,DECRESCENTE,ALEATORIA,LINEAR,8216970400,-1453304628
52,EXCLUSAO,DECRESCENTE,ALEATORIA,LINEAR,8097874400,-1453303631
53,EXCLUSAO,DECRESCENTE,ALEATORIA,LINEAR,7885794300,-1453302634
54,EXCLUSAO,DECRESCENTE,ALEATORIA,LINEAR,7901487600,-1453301637
55,EXCLUSAO,DECRESCENTE,ALEATORIA,LINEAR,8298744400,-1453300640
56,EXCLUSAO,DECRESCENTE,ALEATORIA,LINEAR,8376811100,-1453299643
57,EXCLUSAO,DECRESCENTE,ALEATORIA,LINEAR,8055014900,-1453298646
58,EXCLUSAO,DECRESCENTE,ALEATORIA,LINEAR,8033284100,-1453297649
59,EXCLUSAO,DECRESCENTE,ALEATORIA,LINEAR,8064365800,-1453296652
60,EXCLUSAO,DECRESCENTE,ALEATORIA,LINEAR,8029826800,-1453295655
61,EXCLUSAO,DECRESCENTE,ALEATORIA,LINEAR,8025390900,-1453294658
62,EXCLUSAO,DECRESCENTE,ALEATORIA,LINEAR,8145758500,-1453293661
63,EXCLUSAO,DECRESCENTE,ALEATORIA,LINEAR,8154570800,-1453292664
64,EXCLUSAO,DECRESCENTE,ALEATORIA,LINEAR,8014779600,-1453291667
65,EXCLUSAO,DECRESCENTE,ALEATORIA,LINEAR,8077957500,-1453290670
66,EXCLUSAO,DECRESCENTE,ALEATORIA,LINEAR,8024146700,-1453289673
67,EXCLUSAO,DECRESCENTE,ALEATORIA,LINEAR,8031105200,-1453288676
68,EXCLUSAO,DECRESCENTE,ALEATORIA,LINEAR,8015189300,-1453287679
69,EXCLUSAO,DECRESCENTE,ALEATORIA,LINEAR,8117420200,-1453286682
70,EXCLUSAO,DECRESCENTE,ALEATORIA,LINEAR,8272250300,-1453285685
71,EXCLUSAO,DECRESCENTE,ALEATORIA,LINEAR,8068520100,-1453284688
72,EXCLUSAO,DECRESCENTE,ALEATORIA,LINEAR,7950423400,-1453283691
73,EXCLUSAO,DECRESCENTE,ALEATORIA,LINEAR,8047805800,-1453282694
74,EXCLUSAO,DECRESCENTE,ALEATORIA,LINEAR,7994439800,-1453281697
75,EXCLUSAO,DECRESCENTE,ALEATORIA,LINEAR,7966191200,-1453280700
76,EXCLUSAO,DECRESCENTE,ALEATORIA,LINEAR,7884652100,-1453279703
77,EXCLUSAO,DECRESCENTE,ALEATORIA,LINEAR,7949746400,-1453278706
78,EXCLUSAO,DECRESCENTE,ALEATORIA,LINEAR,8087290200,-1453277709
79,EXCLUSAO,DECRESCENTE,ALEATORIA,LINEAR,8078049200,-1453276712
80,EXCLUSAO,DECRESCENTE,ALEATORIA,LINEAR,7993406600,-1453275715
81,EXCLUSAO,DECRESCENTE,ALEATORIA,LINEAR,7979185300,-1453274718
82,EXCLUSAO,DECRESCENTE,ALEATORIA,LINEAR,8031656600,-1453273721
83,EXCLUSAO,DECRESCENTE,ALEATORIA,LINEAR,7966367800,-1453272724
84,EXCLUSAO,DECRESCENTE,ALEATORIA,LINEAR,7985365100,-1453271727
85,EXCLUSAO,DECRESCENTE,ALEATORIA,LINEAR,7989971700,-1453270730
86,EXCLUSAO,DECRESCENTE,ALEATORIA,LINEAR,8002231600,-1453269733
87,EXCLUSAO,DECRESCENTE,ALEATORIA,LINEAR,7993367300,-1453268736
88,EXCLUSAO,DECRESCENTE,ALEATORIA,LINEAR,8344905100,-1453267739
89,EXCLUSAO,DECRESCENTE,ALEATORIA,LINEAR,7997007900,-1453266742
90,EXCLUSAO,DECRESCENTE,ALEATORIA,LINEAR,8028405100,-1453265745
91,EXCLUSAO,DECRESCENTE,ALEATORIA,LINEAR,8014016900,-1453264748
92,EXCLUSAO,DECRESCENTE,ALEATORIA,LINEAR,8050057600,-1453263751
93,EXCLUSAO,DECRESCENTE,ALEATORIA,LINEAR,8013680700,-1453262754
94,EXCLUSAO,DECRESCENTE,ALEATORIA,LINEAR,7960373800,-1453261757
95,EXCLUSAO,DECRESCENTE,ALEATORIA,LINEAR,7984041500,-1453260760
96,EXCLUSAO,DECRESCENTE,ALEATORIA,LINEAR,8079124800,-1453259763
97,EXCLUSAO,DECRESCENTE,ALEATORIA,LINEAR,7649669200,-1453258766
98,EXCLUSAO,DECRESCENTE,ALEATORIA,LINEAR,7931661700,-1453257769
99,EXCLUSAO,DECRESCENTE,ALEATORIA,LINEAR,8226615800,-1453256772
100,EXCLUSAO,DECRESCENTE,ALEATORIA,LINEAR,8092984000,-1453255775
1,EXCLUSAO,DECRESCENTE,ALEATORIA,BINARIA,372490900,1297636699
2,EXCLUSAO,DECRESCENTE,ALEATORIA,BINARIA,367752400,1297637696
3,EXCLUSAO,DECRESCENTE,ALEATORIA,BINARIA,372190800,1297638693
4,EXCLUSAO,DECRESCENTE,ALEATORIA,BINARIA,377255500,1297639690
5,EXCLUSAO,DECRESCENTE,ALEATORIA,BINARIA,374966400,1297640687
6,EXCLUSAO,DECRESCENTE,ALEATORIA,BINARIA,385336800,1297641684
7,EXCLUSAO,DECRESCENTE,ALEATORIA,BINARIA,373672500,1297642681
8,EXCLUSAO,DECRESCENTE,ALEATORIA,BINARIA,364103000,1297643678
9,EXCLUSAO,DECRESCENTE,ALEATORIA,BINARIA,367730200,1297644675
10,EXCLUSAO,DECRESCENTE,ALEATORIA,BINARIA,365809200,1297645672
11,EXCLUSAO,DECRESCENTE,ALEATORIA,BINARIA,370151900,1297646669
12,EXCLUSAO,DECRESCENTE,ALEATORIA,BINARIA,377891400,1297647666
13,EXCLUSAO,DECRESCENTE,ALEATORIA,BINARIA,367148800,1297648663
14,EXCLUSAO,DECRESCENTE,ALEATORIA,BINARIA,370759700,1297649660
15,EXCLUSAO,DECRESCENTE,ALEATORIA,BINARIA,380598100,1297650657
16,EXCLUSAO,DECRESCENTE,ALEATORIA,BINARIA,384793400,1297651654
17,EXCLUSAO,DECRESCENTE,ALEATORIA,BINARIA,380801100,1297652651
18,EXCLUSAO,DECRESCENTE,ALEATORIA,BINARIA,376097600,1297653648
19,EXCLUSAO,DECRESCENTE,ALEATORIA,BINARIA,366617800,1297654645
20,EXCLUSAO,DECRESCENTE,ALEATORIA,BINARIA,382496200,1297655642
21,EXCLUSAO,DECRESCENTE,ALEATORIA,BINARIA,367319400,1297656639
22,EXCLUSAO,DECRESCENTE,ALEATORIA,BINARIA,388176000,1297657636
23,EXCLUSAO,DECRESCENTE,ALEATORIA,BINARIA,388492200,1297658633
24,EXCLUSAO,DECRESCENTE,ALEATORIA,BINARIA,385651500,1297659630
25,EXCLUSAO,DECRESCENTE,ALEATORIA,BINARIA,378037600,1297660627
26,EXCLUSAO,DECRESCENTE,ALEATORIA,BINARIA,381220100,1297661624
27,EXCLUSAO,DECRESCENTE,ALEATORIA,BINARIA,383247300,1297662621
28,EXCLUSAO,DECRESCENTE,ALEATORIA,BINARIA,374304900,1297663618
29,EXCLUSAO,DECRESCENTE,ALEATORIA,BINARIA,383707600,1297664615
30,EXCLUSAO,DECRESCENTE,ALEATORIA,BINARIA,374342600,1297665612
31,EXCLUSAO,DECRESCENTE,ALEATORIA,BINARIA,380378600,1297666609
32,EXCLUSAO,DECRESCENTE,ALEATORIA,BINARIA,384565500,1297667606
33,EXCLUSAO,DECRESCENTE,ALEATORIA,BINARIA,379271000,1297668603
34,EXCLUSAO,DECRESCENTE,ALEATORIA,BINARIA,378087600,1297669600
35,EXCLUSAO,DECRESCENTE,ALEATORIA,BINARIA,384927600,1297670597
36,EXCLUSAO,DECRESCENTE,ALEATORIA,BINARIA,376777200,1297671594
37,EXCLUSAO,DECRESCENTE,ALEATORIA,BINARIA,386157700,1297672591
38,EXCLUSAO,DECRESCENTE,ALEATORIA,BINARIA,377991000,1297673588
39,EXCLUSAO,DECRESCENTE,ALEATORIA,BINARIA,385717100,1297674585
40,EXCLUSAO,DECRESCENTE,ALEATORIA,BINARIA,396311300,1297675582
41,EXCLUSAO,DECRESCENTE,ALEATORIA,BINARIA,373610100,1297676579
42,EXCLUSAO,DECRESCENTE,ALEATORIA,BINARIA,384562400,1297677576
43,EXCLUSAO,DECRESCENTE,ALEATORIA,BINARIA,376879400,1297678573
44,EXCLUSAO,DECRESCENTE,ALEATORIA,BINARIA,397052600,1297679570
45,EXCLUSAO,DECRESCENTE,ALEATORIA,BINARIA,381696000,1297680567
46,EXCLUSAO,DECRESCENTE,ALEATORIA,BINARIA,375312400,1297681564
47,EXCLUSAO,DECRESCENTE,ALEATORIA,BINARIA,403284100,1297682561
48,EXCLUSAO,DECRESCENTE,ALEATORIA,BINARIA,386136500,1297683558
49,EXCLUSAO,DECRESCENTE,ALEATORIA,BINARIA,385469900,1297684555
50,EXCLUSAO,DECRESCENTE,ALEATORIA,BINARIA,376784900,1297685552
51,EXCLUSAO,DECRESCENTE,ALEATORIA,BINARIA,376793100,1297686549
52,EXCLUSAO,DECRESCENTE,ALEATORIA,BINARIA,383802000,1297687546
53,EXCLUSAO,DECRESCENTE,ALEATORIA,BINARIA,379022100,1297688543
54,EXCLUSAO,DECRESCENTE,ALEATORIA,BINARIA,376738200,1297689540
55,EXCLUSAO,DECRESCENTE,ALEATORIA,BINARIA,373950000,1297690537
56,EXCLUSAO,DECRESCENTE,ALEATORIA,BINARIA,370562700,1297691534
57,EXCLUSAO,DECRESCENTE,ALEATORIA,BINARIA,370472500,1297692531
58,EXCLUSAO,DECRESCENTE,ALEATORIA,BINARIA,373497500,1297693528
59,EXCLUSAO,DECRESCENTE,ALEATORIA,BINARIA,374315800,1297694525
60,EXCLUSAO,DECRESCENTE,ALEATORIA,BINARIA,367328900,1297695522
61,EXCLUSAO,DECRESCENTE,ALEATORIA,BINARIA,368288700,1297696519
62,EXCLUSAO,DECRESCENTE,ALEATORIA,BINARIA,377911900,1297697516
63,EXCLUSAO,DECRESCENTE,ALEATORIA,BINARIA,371571300,1297698513
64,EXCLUSAO,DECRESCENTE,ALEATORIA,BINARIA,371808400,1297699510
65,EXCLUSAO,DECRESCENTE,ALEATORIA,BINARIA,373375600,1297700507
66,EXCLUSAO,DECRESCENTE,ALEATORIA,BINARIA,374371000,1297701504
67,EXCLUSAO,DECRESCENTE,ALEATORIA,BINARIA,373906700,1297702501
68,EXCLUSAO,DECRESCENTE,ALEATORIA,BINARIA,377387200,1297703498
69,EXCLUSAO,DECRESCENTE,ALEATORIA,BINARIA,382444900,1297704495
70,EXCLUSAO,DECRESCENTE,ALEATORIA,BINARIA,379614300,1297705492
71,EXCLUSAO,DECRESCENTE,ALEATORIA,BINARIA,376224000,1297706489
72,EXCLUSAO,DECRESCENTE,ALEATORIA,BINARIA,393910900,1297707486
73,EXCLUSAO,DECRESCENTE,ALEATORIA,BINARIA,380326400,1297708483
74,EXCLUSAO,DECRESCENTE,ALEATORIA,BINARIA,380899600,1297709480
75,EXCLUSAO,DECRESCENTE,ALEATORIA,BINARIA,375910900,1297710477
76,EXCLUSAO,DECRESCENTE,ALEATORIA,BINARIA,372929600,1297711474
77,EXCLUSAO,DECRESCENTE,ALEATORIA,BINARIA,372859500,1297712471
78,EXCLUSAO,DECRESCENTE,ALEATORIA,BINARIA,373621700,1297713468
79,EXCLUSAO,DECRESCENTE,ALEATORIA,BINARIA,432086100,1297714465
80,EXCLUSAO,DECRESCENTE,ALEATORIA,BINARIA,372998600,1297715462
81,EXCLUSAO,DECRESCENTE,ALEATORIA,BINARIA,378745700,1297716459
82,EXCLUSAO,DECRESCENTE,ALEATORIA,BINARIA,368387500,1297717456
83,EXCLUSAO,DECRESCENTE,ALEATORIA,BINARIA,369235000,1297718453
84,EXCLUSAO,DECRESCENTE,ALEATORIA,BINARIA,381879100,1297719450
85,EXCLUSAO,DECRESCENTE,ALEATORIA,BINARIA,380298600,1297720447
86,EXCLUSAO,DECRESCENTE,ALEATORIA,BINARIA,381916200,1297721444
87,EXCLUSAO,DECRESCENTE,ALEATORIA,BINARIA,375119500,1297722441
88,EXCLUSAO,DECRESCENTE,ALEATORIA,BINARIA,376449100,1297723438
89,EXCLUSAO,DECRESCENTE,ALEATORIA,BINARIA,377189400,1297724435
90,EXCLUSAO,DECRESCENTE,ALEATORIA,BINARIA,367279400,1297725432
91,EXCLUSAO,DECRESCENTE,ALEATORIA,BINARIA,374194300,1297726429
92,EXCLUSAO,DECRESCENTE,ALEATORIA,BINARIA,367440400,1297727426
93,EXCLUSAO,DECRESCENTE,ALEATORIA,BINARIA,366619400,1297728423
94,EXCLUSAO,DECRESCENTE,ALEATORIA,BINARIA,365954200,1297729420
95,EXCLUSAO,DECRESCENTE,ALEATORIA,BINARIA,366634000,1297730417
96,EXCLUSAO,DECRESCENTE,ALEATORIA,BINARIA,374194500,1297731414
97,EXCLUSAO,DECRESCENTE,ALEATORIA,BINARIA,367880000,1297732411
98,EXCLUSAO,DECRESCENTE,ALEATORIA,BINARIA,377732400,1297733408
99,EXCLUSAO,DECRESCENTE,ALEATORIA,BINARIA,373341200,1297734405
100,EXCLUSAO,DECRESCENTE,ALEATORIA,BINARIA,373220900,1297735402
